"x1","x2","dens"
176,44,13.1990212954404
178,44,12.3307528284048
180,44,11.6288458635985
182,44,11.0918637150339
184,44,10.7020394948339
186,44,10.4329715025608
188,44,10.2561307514729
190,44,10.1453345137419
192,44,10.079100714933
194,44,10.0412949213178
196,44,10.0206784242043
198,44,10.0099321386649
200,44,10.0045758588055
202,44,10.0020221200326
204,44,10.0008571280136
206,44,10.0003484888221
208,44,10.0001359052966
210,44,10.0000508379747
140,46,10.9474917829544
142,46,11.4736398137556
144,46,12.198426325358
146,46,13.1458440081139
148,46,14.3178462435274
150,46,15.6846261590733
152,46,17.1786274689289
154,46,18.6953230181888
156,46,20.1026392504467
158,46,21.2587147847006
160,46,22.0350434070761
162,46,22.3398931806643
164,46,22.1361254846239
166,46,21.4486336092264
168,46,20.3593430762417
170,46,18.9911605790486
172,46,17.4852151267945
174,46,15.9772005330067
176,46,14.5782171049531
178,46,13.3635660799127
180,46,12.3703286747577
182,46,11.6022201905139
184,46,11.0388213029709
186,46,10.6460475728691
188,46,10.3853835205641
190,46,10.2205092166073
192,46,10.1210222689167
194,46,10.063710166361
196,46,10.0321704437445
198,46,10.015581532926
200,46,10.0072388250115
202,46,10.0032257498326
204,46,10.0013787893932
206,46,10.0005652879929
208,46,10.0002223033927
210,46,10.0000838545911
140,48,11.1193617279267
142,48,11.755526228741
144,48,12.6408826299163
146,48,13.8106216688152
148,48,15.2740903906936
150,48,17.001713859505
152,48,18.9159218608188
154,48,20.8901361150255
156,48,22.7586750325488
158,48,24.3378196347657
160,48,25.4548919836705
162,48,25.97916992306
164,48,25.8470303742703
166,48,25.0746435923721
168,48,23.7547199981798
170,48,22.0382135065661
172,48,20.1059689712128
174,48,18.13766019345
176,48,16.2853121070424
178,48,14.6565029364642
180,48,13.3090145156142
182,48,12.2555021010669
184,48,11.4746656978583
186,48,10.9248039918122
188,48,10.5563032211702
190,48,10.3209809002763
192,48,10.1776448036271
194,48,10.0943042963736
196,48,10.0480193240922
198,48,10.0234534170397
200,48,10.0109875696925
202,48,10.0049374475286
204,48,10.0021281810182
206,48,10.0008798724781
208,48,10.0003489280312
210,48,10.0001327262413
140,50,11.2684641688628
142,50,12.0060298664089
144,50,13.0429997569057
146,50,14.427635534196
148,50,16.1794145472227
150,50,18.2723408261379
152,50,20.6222186296696
154,50,23.0830165734445
156,50,25.4563342458002
158,50,27.5150419517765
160,50,29.0380321156505
162,50,29.8490279272847
164,50,29.8501077167621
166,50,29.0411446695341
168,50,27.5198312326332
170,50,25.4622817475623
172,50,23.0895331940234
174,50,20.6287392880122
176,50,18.278401181269
178,50,16.1846965048278
180,50,14.4319780892046
182,50,13.0463806649093
184,50,12.0085291558809
186,50,11.2702217607922
188,50,10.7705279731767
190,50,10.4483371417451
192,50,10.250223703193
194,50,10.1339551895759
196,50,10.0687856634052
198,50,10.0338800079959
200,50,10.016006490973
202,50,10.007253634367
204,50,10.0031529849293
206,50,10.0013146030041
208,50,10.0005257431111
210,50,10.0002016780027
140,52,11.378809168267
142,52,12.1988114163787
144,52,13.3633951892528
146,52,14.9348514839918
148,52,16.9450717730901
150,52,19.3753190237684
152,52,22.1395405685871
154,52,25.0773685778869
156,52,27.9620621001835
158,52,30.5255320116528
160,52,32.4978229008099
162,52,33.6534595297073
164,52,33.8537804059746
166,52,33.07429330879
168,52,31.4095982922662
170,52,29.0545115039702
172,52,26.2665922386552
174,52,23.3200257408053
176,52,20.4622121989441
178,52,17.882286217992
180,52,15.6962798341586
182,52,13.9485811942689
184,52,12.6254372788953
186,52,11.6744538734745
188,52,11.0243675446622
190,52,10.6011039610297
192,52,10.3383409489056
194,52,10.1826714683055
196,52,10.0946014951253
198,52,10.0469933377618
200,52,10.0223916154863
202,52,10.0102339944891
204,52,10.0044865783588
206,52,10.0018866672544
208,52,10.0007610004743
210,52,10.0002944310617
140,54,11.4376636915471
142,54,12.3119034530855
144,54,13.5660673661373
146,54,15.2761507540163
148,54,17.4877790741877
150,54,20.1928919004732
152,54,23.309164994918
154,54,26.6691573300191
156,54,30.0256400644026
158,54,33.0764815798562
160,54,35.5072557113231
162,54,37.0439038292798
164,54,37.5034454978058
166,54,36.8298030062795
168,54,35.1050518691515
170,54,32.5329798496291
172,54,29.3995033379813
174,54,26.0205595939255
176,54,22.6905499117987
178,54,19.6427182583091
180,54,17.0280583015447
182,54,14.9134734127321
184,54,13.2950327788042
186,54,12.119576971038
188,54,11.3078482734658
190,54,10.7740777442409
192,54,10.4394718876874
194,54,10.2393299704831
196,54,10.1250209001793
198,54,10.0626451821467
200,54,10.0301100942532
202,54,10.0138821164395
204,54,10.0061392878997
206,54,10.0026043452409
208,54,10.0010597335939
210,54,10.0004136296411
140,56,11.4379783438033
142,56,12.3318467243996
144,56,13.627083451243
146,56,15.4115994234673
148,56,17.7447070104408
150,56,20.631544702573
152,56,23.9991156831795
154,56,27.6814786805147
156,56,31.4215681378216
158,56,34.8942845216991
160,56,37.7501171971518
162,56,39.6720742423976
164,56,40.4333729155491
166,56,39.9414339416299
168,56,38.2563919254509
170,56,35.5790098826858
172,56,32.2113526109632
174,56,28.5008590304302
176,56,24.7820870538212
178,56,21.329427103492
180,56,18.3293251001112
182,56,15.8741177681121
184,56,13.9738155696968
186,56,12.5787317387623
188,56,11.6052368257668
190,56,10.9585340247348
192,56,10.5490504769639
194,56,10.3016852191421
196,56,10.1590132594693
198,56,10.0803989782884
200,56,10.0389947126972
202,56,10.0181425703593
204,56,10.0080970988984
206,56,10.0034665461227
208,56,10.0014236411326
210,56,10.0005608398687
140,58,11.3797911274208
142,58,12.2563559709589
144,58,13.5392894933791
146,58,15.3252498760469
148,58,17.685651344641
150,58,20.6399509268545
152,58,24.1292279134559
154,58,27.9977755074696
156,58,31.9908842954434
158,58,35.7746054384267
160,58,38.9780374514186
162,58,41.251855044146
164,58,42.3306866999627
166,58,42.0840278915208
168,58,40.5422000980943
170,58,37.8902226323784
172,58,34.4313079374037
174,58,30.5299288927023
176,58,26.5492049045742
178,58,22.797312660577
180,58,19.4932602746671
182,58,16.7556933363361
184,58,14.6119576239225
186,58,13.0203991666587
188,58,11.8976219734154
190,58,11.1437309599131
192,58,10.6613161679083
194,58,10.3668322332408
196,58,10.1952093472716
198,58,10.0996574617526
200,58,10.0488085652842
202,58,10.0229329399194
204,58,10.0103371511115
206,58,10.004470116818
208,58,10.0018544393056
210,58,10.0007380408256
140,60,11.2702217607922
142,60,12.094785634401
144,60,13.3137627833452
146,60,15.0283712724889
148,60,17.3191371810936
150,60,20.2193167105594
152,60,23.6872533884265
154,60,27.5851697569942
156,60,31.6728612320267
158,60,35.6229585539483
160,60,39.0596142671796
162,60,41.6156758907796
164,60,42.9968097646105
166,60,43.0372113661479
168,60,41.7323417207114
170,60,39.2397594943987
172,60,35.8478399397195
174,60,31.9209592295348
176,60,27.8355253645847
178,60,23.9222568515966
180,60,20.4264664783192
182,60,17.4916042213473
184,60,15.164508378472
186,60,13.415905193615
188,60,12.167760202533
190,60,11.3199300169301
192,60,10.771134305395
194,60,10.4322682127122
196,60,10.2325010027182
198,60,10.1199908135756
200,60,10.0594190053742
202,60,10.0282331045832
204,60,10.0128720715343
206,60,10.0056311148948
208,60,10.0023637138516
210,60,10.0009520224539
140,62,11.1220564972125
142,62,11.8662625161782
144,62,12.9775963256171
146,62,14.5572015420782
148,62,16.6907484518837
150,62,19.4232441347835
152,62,22.7315480097327
154,62,26.5014961982711
156,62,30.5179361725643
158,62,34.4748345120909
160,62,38.0084908173454
162,62,40.7505046390415
164,62,42.3904321621948
166,62,42.7335544424679
168,62,41.7389152981047
170,62,39.5273584931875
172,62,36.3573857505602
174,62,32.575498140438
176,62,28.5541915271441
178,62,24.6328553673582
180,62,21.0741724834261
182,62,18.0426923838886
184,62,15.6054730501071
186,62,13.7493506961117
188,62,12.406825986202
190,62,11.482822965363
192,62,10.876799206704
194,62,10.4976068616811
196,62,10.2710539540218
198,62,10.1417145939478
200,62,10.0711160092819
202,62,10.034254430333
204,62,10.0158366453147
206,62,10.0070275663208
208,62,10.0029932150843
210,62,10.0012236452925
140,64,10.9513102237115
142,64,11.5959967893425
144,64,12.5686211041485
146,64,13.9658294486356
148,64,15.8741177681121
150,64,18.3470985393927
152,64,21.3795054045654
154,64,24.883941605089
156,64,28.678077147172
158,64,32.4895155821602
160,64,35.9822684934154
162,64,38.8031231190238
164,64,40.6397610905495
166,64,41.2775953173142
168,64,40.6410436225451
170,64,38.8082595577857
172,64,35.9953531186738
174,64,32.5145025600436
176,64,28.7171693771531
178,64,24.936632956613
180,64,21.4425688331379
182,64,18.4154220366632
184,64,15.9419966704937
186,64,14.0282330010741
188,64,12.6220593011119
190,64,11.6388317048822
192,64,10.9835715679092
194,64,10.5668529539539
196,64,10.3137166788759
198,64,10.166730061988
200,64,10.0850945626534
202,64,10.0417061067142
204,64,10.0196291472289
206,64,10.0088714926258
208,64,10.003850086415
210,64,10.0016043656708
140,66,10.7744054299973
142,66,11.3107494428838
144,66,12.128477248687
146,66,13.3161212348776
148,66,14.957007270668
150,66,17.109744776786
152,66,19.7848286951924
154,66,22.9222667005563
156,66,26.376988476989
158,66,29.9188857745344
160,66,33.2519655631151
162,66,36.052420781961
164,66,38.0196387463043
166,66,38.9292540246433
168,66,38.6753140619079
170,66,37.2905856854021
172,66,34.939621870957
174,66,31.8866100893256
176,66,28.4466796291586
178,66,24.9330301608891
180,66,21.6119592584751
182,66,18.6741462898471
184,66,16.2250775079276
186,66,14.2922902873391
188,66,12.8437067724471
190,66,11.8103053369672
192,66,11.1073989011778
194,66,10.6509519782869
196,66,10.3676941449583
198,66,10.1995768894174
200,66,10.1040889991416
202,66,10.0521612695874
204,66,10.025113688754
206,66,10.0116159615065
208,66,10.0051610598052
210,66,10.00220248326
140,68,10.6056480343611
142,68,11.0345725910059
144,68,11.6957729066692
146,68,12.6672600957094
148,68,14.0260756308105
150,68,15.8324169401418
152,68,18.1096083325823
154,68,20.823657601058
156,68,23.8679686157882
158,68,27.059319666116
160,68,30.1497448992497
162,68,32.8553896546334
164,68,34.898555200823
166,68,36.0545617439342
168,68,36.1925012406291
170,68,35.299630208372
172,68,33.4831169487164
174,68,30.9488799535742
176,68,27.9632927881073
178,68,24.8075683978629
180,68,21.7354921872465
182,68,18.9429080313363
184,68,16.5531159237835
186,68,14.6177521918661
188,68,13.1292364986553
190,68,12.0392520211856
192,68,11.2779560228694
194,68,10.7701033717917
196,68,10.4462045442957
198,68,10.2485554399261
200,68,10.1330941602263
202,68,10.068497407523
204,68,10.0338761352185
206,68,10.0160967083868
208,68,10.0073471343128
210,68,10.003220680012
140,70,10.4555146446322
142,70,10.7857313300635
144,70,11.3008473778037
146,70,12.067294653227
148,70,13.1539193593458
150,70,14.6198173001409
152,70,16.4980709950806
154,70,18.7779792252417
156,70,21.3900473185434
158,70,24.1988406041833
160,70,27.0081290935378
162,70,29.5803281698068
164,70,31.6685039435438
166,70,33.0552577164905
168,70,33.5900364548739
170,70,33.2159843933166
172,70,31.9797216299882
174,70,30.0217748193054
176,70,27.5503770517019
178,70,24.8053659817165
180,70,22.02073529282
182,70,19.3936823250895
184,70,17.0652848649764
186,70,15.1143476829853
188,70,13.5626841301209
190,70,12.3879948995224
192,70,11.5398739923687
194,70,10.9550926886049
196,70,10.5696599014951
198,70,10.3266538164866
200,70,10.1800310577625
202,70,10.0953402746278
204,70,10.0485014407502
206,70,10.0236953214178
208,70,10.0111143219359
210,70,10.0050038251349
140,72,10.3299754741123
142,72,10.5752725579703
144,72,10.9630192621452
146,72,11.5482401470514
148,72,12.3909171294279
150,72,13.5473373611912
152,72,15.0576524862953
154,72,16.9311920744789
156,72,19.1324934034226
158,72,21.5719839893749
160,72,24.1052319111373
162,72,26.543341414244
164,72,28.6745444988133
166,72,30.2939568008694
168,72,31.2358003591626
170,72,31.4011053246116
172,72,30.7745420041391
174,72,29.426507794938
176,72,27.5001689228011
178,72,25.1867386151613
180,72,22.694805406661
182,72,20.2203546024436
184,72,17.9231860620356
186,72,15.9131988583265
188,72,14.2472831127363
190,72,12.9351468075528
192,72,11.9508890273545
194,72,11.2467173269853
196,72,10.7657423037521
198,72,10.4518810735703
200,72,10.2561202723397
202,72,10.1393796421918
204,72,10.0728039665239
206,72,10.036490871817
208,72,10.0175456408178
210,72,10.0080909902712
140,74,10.2307753776349
142,74,10.4072067660159
144,74,10.690417613956
146,74,11.1251148778804
148,74,11.7627775336678
150,74,12.6561399205644
152,74,13.8503678618848
154,74,15.3715744310643
156,74,17.2144143660826
158,74,19.331470520265
160,74,21.6276069273673
162,74,23.9620854772815
164,74,26.159924707149
166,74,28.031932017799
168,74,29.4005680804579
170,74,30.1269587668121
172,74,30.1335526862152
174,74,29.4174693021818
176,74,28.0514465131165
178,74,26.1720355600031
180,74,23.9575808783908
182,74,21.6007652768883
184,74,19.2814743366737
186,74,17.1452001189787
188,74,15.2903949999578
190,74,13.765719730601
192,74,12.5757799300996
194,74,11.6923607417769
196,74,11.0676607252096
198,74,10.6465082499414
200,74,10.3756402585413
202,74,10.209361543588
204,74,10.111900080699
206,74,10.057341179698
208,74,10.028165078524
210,74,10.0132580407561
140,76,10.1563793591097
142,76,10.2798811777257
144,76,10.4818381368269
146,76,10.7982453547479
148,76,11.2731033313894
150,76,11.955567819187
152,76,12.8943717610222
154,76,14.129446377717
156,76,15.6814000207727
158,76,17.5403718266592
160,76,19.6565437622499
162,76,21.9350042927026
164,76,24.2374679116578
166,76,26.3924284011588
168,76,28.2136983798015
170,76,29.5252292226211
172,76,30.1881047892751
174,76,30.124287980138
176,76,29.3316492574231
178,76,27.886301715024
180,76,25.9310885509781
182,76,23.6524668116922
184,76,21.2509428487763
186,76,18.9116665754987
188,76,16.7813114144858
190,76,14.9551926555419
192,76,13.4755456570377
194,76,12.3390589832136
196,76,11.5099814753704
198,76,10.9347309865244
200,76,10.5547193423819
202,76,10.3155239315931
204,76,10.171979488363
206,76,10.08981119298
208,76,10.0449290996691
210,76,10.0215283667719
140,78,10.1032055113993
142,78,10.1879417462994
144,78,10.3297130174419
146,78,10.5575380098644
148,78,10.909221455312
150,78,11.4306769499708
152,78,12.1731413943928
154,78,13.1876702593769
156,78,14.5166712044924
158,78,16.1828878647325
160,78,18.1771471486341
162,78,20.4471783392105
164,78,22.8906093214409
166,78,25.3554475006031
168,78,27.6505768905564
170,78,29.5668777245251
172,78,30.9067485919295
174,78,31.5168310100088
176,78,31.3166880048243
178,78,30.3160826847868
180,78,28.6157693346217
182,78,26.3908640318909
184,78,23.860579769642
186,78,21.2517352804948
188,78,18.7647028292368
190,78,16.549014612388
192,78,14.6924164566267
194,78,13.2231271631396
196,78,12.1218424832508
198,78,11.3384817926832
200,78,10.8089037986442
202,78,10.4682727391475
204,78,10.2596334251384
206,78,10.1378581690109
208,78,10.0700926047325
210,78,10.0341227044
140,80,10.0668087692661
142,80,10.1243104785655
144,80,10.2232657056352
146,80,10.3872885008027
148,80,10.649190502824
150,80,11.0519982737829
152,80,11.6484810668975
154,80,12.4982163157191
156,80,13.661248251948
158,80,15.1877868161372
160,80,17.1042772387951
162,80,19.3975350635192
164,80,22.0002279528456
166,80,24.7822453126623
168,80,27.5527023725259
170,80,30.0758656372994
172,80,32.1010564920475
174,80,33.4022731480372
176,80,33.8192891991947
178,80,33.2900152277374
180,80,31.8651163781901
182,80,29.7002583185209
184,80,27.0275561323362
186,80,24.1136219132746
188,80,21.2149429066532
190,80,18.5410972712432
192,80,16.2329051984925
194,80,14.3575700822944
196,80,12.9181293499956
198,80,11.8715914513419
200,80,11.1495111057798
202,80,10.6760330995759
204,80,10.3806616386068
206,80,10.2052087762555
208,80,10.1059040212235
210,80,10.0523198760794
140,82,10.0427958548739
142,82,10.0817764815342
144,82,10.1511550998653
146,82,10.2703856074249
148,82,10.4682013051327
150,82,10.7848804801851
152,82,11.2736108753711
154,82,11.9997809440894
156,82,13.0367578545312
158,82,14.4568140496417
160,82,16.3166022471063
162,82,18.6380980026618
164,82,21.3880686181996
166,82,24.4612943763229
168,82,27.6739987439135
170,82,30.7732302636614
172,82,33.4647565190072
174,82,35.4568287783977
176,82,36.5115015366951
178,82,36.4912407461681
180,82,35.3882453650773
182,82,33.3278894676901
184,82,30.5448560212582
186,82,27.3383526501221
188,82,24.0184108319208
190,82,20.8567440132977
192,82,18.0527871998936
194,82,15.7198547268279
196,82,13.8901917490864
198,82,12.533183587646
200,82,11.5792123029337
202,82,10.942467194111
204,82,10.5384207493742
206,82,10.2944344884904
208,82,10.1541173086704
210,82,10.0772141656318
140,84,10.0273875693755
142,84,10.0540206234712
144,84,10.1032553114347
146,84,10.1912638132978
148,84,10.3432647495306
150,84,10.5966274612347
152,84,11.0036090207989
154,84,11.632495447586
156,84,12.5654155904956
158,84,13.8909123060753
160,84,15.68985719722
162,84,18.0147729494793
164,84,20.8650617628026
166,84,24.1634913954519
168,84,27.7414849043357
170,84,31.3409808377912
172,84,34.6379261908775
174,84,37.2869143947185
176,84,38.9795351871742
178,84,39.5031688288703
180,84,38.7848137131119
182,84,36.907491472106
184,84,34.0942120324511
186,84,30.6638443811748
188,84,26.9710859086096
190,84,23.3462593396386
192,84,20.0489472768779
194,84,17.2436797504097
196,84,14.9985943458944
198,84,13.3018973550988
200,84,12.0877919498061
202,84,11.2635808200556
204,84,10.7319776733825
206,84,10.4058454648039
208,84,10.2153686500882
210,84,10.1093844485643
140,86,10.0176541704863
142,86,10.036085411742
144,86,10.0715354986135
146,86,10.1374601527602
148,86,10.2558298866786
150,86,10.4607025191431
152,86,10.8018855098189
154,86,11.347520412116
156,86,12.1837561378739
158,86,13.4092425668746
160,86,15.1223926229799
162,86,17.4006372716878
164,86,20.273371616047
166,86,23.6935547214317
168,86,27.5159162963375
170,86,31.4909418382018
172,86,35.2819291516381
174,86,38.5070694945843
176,86,40.800858836405
178,86,41.8817521506821
180,86,41.6088964606782
182,86,40.0121757507475
184,86,37.2867488459868
186,86,33.7534827052678
188,86,29.7964396970713
190,86,25.7943194054424
192,86,22.0626832069943
194,86,18.8185198376614
196,86,16.1707713005196
198,86,14.1329615655545
200,86,12.6494153652251
202,86,11.6255341567957
204,86,10.9545347422345
206,86,10.5364515896337
208,86,10.2885407477844
210,86,10.1485310180026
140,88,10.011511811088
142,88,10.0244205929792
144,88,10.0502185415267
146,88,10.0999962093633
148,88,10.1925654750647
150,88,10.358175101438
152,88,10.6426771320977
154,88,11.1111231289969
156,88,11.8490180219066
158,88,12.9588321303382
160,88,14.5493001336458
162,88,16.716002568864
164,88,19.5140139495938
166,88,22.9267821952299
168,88,26.8389332615385
170,88,31.0228336584705
172,88,35.1479011777433
174,88,38.8170242237401
176,88,41.6267432448563
178,88,43.239429668956
180,88,43.4498538609885
182,88,42.2280526581752
184,88,39.7261481248614
186,88,36.2470163841673
188,88,32.1837621272132
190,88,27.9467519801689
192,88,23.8968639390833
194,88,20.299489310913
196,88,17.3058782519247
198,88,14.959966767811
200,88,13.2227597423977
202,88,12.0040768070998
204,88,11.1927062397064
206,88,10.6793311846774
208,88,10.3703014680661
210,88,10.1931757331352
140,90,10.0075839612792
142,90,10.0166757362081
144,90,10.0354869229724
146,90,10.0729840800215
148,90,10.1448644703343
150,90,10.2771451698733
152,90,10.5104549947581
154,90,10.904206070302
156,90,11.5390581715774
158,90,12.5153446671705
160,90,13.944806490364
162,90,15.9335900936016
164,90,18.5564011103143
166,90,21.8249254040456
168,90,25.6573882188632
170,90,29.8589756777824
172,90,34.1230783675843
174,90,38.0597588385056
176,90,41.2506975673227
178,90,43.3210919386399
180,90,44.011796458235
182,90,43.2325952498933
184,90,41.0814963908727
186,90,37.8243679844945
188,90,33.8407814528192
190,90,29.5513240371851
192,90,25.3455771433038
194,90,21.5274759433388
196,90,18.287492203934
198,90,15.7022340280887
200,90,13.7548788492366
202,90,12.3663148626276
204,90,11.427158348273
206,90,10.8237446776953
208,90,10.4550216928726
210,90,10.2405410017867
140,92,10.0050157950939
142,92,10.0113935121617
144,92,10.0249928626896
146,92,10.0528677374341
148,92,10.1077013844382
150,92,10.2110662484715
152,92,10.3975267579489
154,92,10.7189766469432
156,92,11.2478875657415
158,92,12.0773630335184
160,92,13.3153864634135
162,92,15.0709150475045
164,92,17.430960074761
166,92,20.4306328890872
168,92,24.0218139828768
170,92,28.0493776813453
172,92,32.2450939272578
174,92,36.2470163841673
176,92,39.6460730095111
178,92,42.0531163886428
180,92,43.1717724245092
182,92,42.8583686922088
184,92,41.1522243493539
186,92,38.2674937969873
188,92,34.5489115209094
190,92,30.404080748043
192,92,26.2306597717352
194,92,22.3562080287467
196,92,19.0024463942065
198,92,16.2771029611351
200,92,14.1886971898159
202,92,12.6749628466346
204,92,11.6348354517815
206,92,10.9561951998045
208,92,10.535222350161
210,92,10.2867056361507
140,94,10.0032994376839
142,94,10.0077102762262
144,94,10.0173609933599
146,94,10.0376192238077
148,94,10.078363541576
150,94,10.1567844127445
152,94,10.3010654894041
154,94,10.5545395099671
156,94,10.9792906496507
158,94,11.6574244424726
160,94,12.6876200981417
162,94,14.1745538220402
164,94,16.2098048583562
166,94,18.8451745280854
168,94,22.0626832069943
170,94,25.7488836904621
172,94,29.6830207566841
174,94,33.5474749102905
176,94,36.9641876931013
178,94,39.5532134350346
180,94,41.0015714144333
182,94,41.1253466084235
184,94,39.908049825657
186,94,37.5041960535425
188,94,34.2070360483822
190,94,30.389752252022
192,94,26.4363974556819
194,94,22.6801096092036
196,94,19.3617905471837
198,94,16.6147378808655
200,94,14.4728338190981
202,94,12.8944640249005
204,94,11.7925360447759
206,94,11.0623833051807
208,94,10.6025700832811
210,94,10.3270742727334
140,96,10.0021378749014
142,96,10.0051189569457
144,96,10.011787575752
146,96,10.0260783856072
148,96,10.0553858336491
150,96,10.1128483567233
152,96,10.2204672608646
154,96,10.4128248400486
156,96,10.7406596336557
158,96,11.2728908136212
160,96,12.0950562003801
162,96,13.3018973550988
164,96,14.9824274589271
166,96,17.1975670504084
168,96,19.9532444974565
170,96,23.1750376056912
172,96,26.692711192477
174,96,30.2429434545312
176,96,33.4952223756172
178,96,36.0996444720215
180,96,37.7479477629462
182,96,38.2333326686215
184,96,37.4930847254585
186,96,35.6218750438883
188,96,32.8518481177554
190,96,29.5052819922889
192,96,25.9331493533862
194,96,22.4556935056765
196,96,19.3185815571474
198,96,16.6718502552004
200,96,14.571476839796
202,96,12.9976425374112
204,96,11.8811165626443
206,96,11.1297014329846
208,96,10.6492671127784
210,96,10.3571039018345
140,98,10.0013530224836
142,98,10.0033085250287
144,98,10.0077689332647
146,98,10.0175051398903
148,98,10.037826200524
150,98,10.0783506209039
152,98,10.155509791553
154,98,10.2956759613557
156,98,10.5384207493742
158,98,10.9388598740329
160,98,11.567455621243
162,98,12.5053034643638
164,98,13.8331969849547
166,98,15.613975249681
168,98,17.8698644112153
170,98,20.5592945525909
172,98,23.5600274017762
174,98,26.6661064789551
176,98,29.6041382564654
178,98,32.0696363168926
180,98,33.7777924970183
182,98,34.5173192023408
184,98,34.1933767330131
186,98,32.8475509113602
188,98,30.6490738120778
190,98,27.8598475607143
192,98,24.7832515289835
194,98,21.7105225697458
196,98,18.8776069138695
198,98,16.440628691814
200,98,14.4717018448305
202,98,12.9711819422564
204,98,11.8892836662802
206,98,11.1496783480955
208,98,10.669524675861
210,98,10.3731364793205
140,100,10.000830948755
142,100,10.0020699071111
144,100,10.0049459883606
146,100,10.0113305752963
148,100,10.0248753512069
150,100,10.0523198760794
152,100,10.105399276023
154,100,10.2033291209721
156,100,10.3755683994346
158,100,10.6641360225769
160,100,11.1242575212847
162,100,11.8217391757566
164,100,12.8255026289798
166,100,14.194468585905
168,100,15.9595903014192
170,100,18.1040783479949
172,100,20.547037660479
174,100,23.1368328727747
176,100,25.6595483216002
178,100,27.8645594730187
180,100,29.5041441300415
182,100,30.3788946358384
184,100,30.3775342064056
186,100,29.5001725594882
188,100,27.8582928360436
190,100,25.651471509374
192,100,23.127542598223
194,100,20.5371739659271
196,100,18.0942546016836
198,100,15.9503320938201
200,100,14.1861702990788
202,100,12.8184068817453
204,100,11.8159396634958
206,100,11.1197212352412
208,100,10.6607376747002
210,100,10.3731288123857
140,102,10.0004928954157
142,102,10.0012485601568
144,102,10.0030315069678
146,102,10.0070524891706
148,102,10.0157158738017
150,102,10.0335392288083
152,102,10.0685352956164
154,102,10.1340810252475
156,102,10.2511135858538
158,102,10.450184818814
160,102,10.7725109356344
162,102,11.26879868486
164,102,11.9945301781069
166,102,13.000800820038
168,102,14.3208959596225
170,102,15.9544808686184
172,102,17.8531217603735
174,102,19.9120873552449
176,102,21.9731712079114
178,102,23.8411492221104
180,102,25.31271249773
182,102,26.21241336616
184,102,26.4269762845365
186,102,25.9287288775697
188,102,24.78146354557
190,102,23.1270163776764
192,102,21.1564611115485
194,102,19.0739917289569
196,102,17.0628750632977
198,102,15.2610893138218
200,102,13.7504265028134
202,102,12.55856432728
204,102,11.6704081863538
206,102,11.0436608189048
208,102,10.6240315965229
210,102,10.3570788722948
140,104,10.0002814837752
142,104,10.000724201517
144,104,10.0017849789969
146,104,10.0042137114955
148,104,10.0095251382006
150,104,10.0206152904945
152,104,10.0427141175506
154,104,10.0847190130414
156,104,10.1608385707782
158,104,10.2922660710341
160,104,10.5083109807879
162,104,10.8461186839747
164,104,11.3479521281617
166,104,12.0551896995101
168,104,12.9988735810545
170,104,14.1878295988076
172,104,15.5968184002545
174,104,17.1583397601647
176,104,18.761941589707
178,104,20.26369796902
180,104,21.5059287766753
182,104,22.3439146089418
184,104,22.6735080792113
186,104,22.4523966822519
